week_start,site_id,equipment_types,quantity_items
2025-10-27,S002,Crane|Loader,Crane_2_units|Loader_1
2025-10-27,S003,Crane|Loader,Crane_1|Loader_2_units
2025-10-27,S004,Excavator|Grader|Roller,Excavator_1|Grader_1|Roller_1
2025-10-27,S005,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-10-27,S006,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-10-27,S007,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_3_units
2025-10-27,S008,Grader,Grader_1
2025-10-27,S009,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_1
2025-10-27,S010,Crane|Loader,Crane_1|Loader_3_units
2025-11-03,S001,Roller,Roller_1
2025-11-03,S002,Crane|Excavator,Crane_2_units|Excavator_1
2025-11-03,S003,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_2_units
2025-11-03,S004,Grader|Roller,Grader_1|Roller_1
2025-11-03,S005,Bulldozer,Bulldozer_1
2025-11-03,S006,Bulldozer|Crane|Excavator,Bulldozer_1|Crane_1|Excavator_1
2025-11-03,S007,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_1
2025-11-03,S008,Grader,Grader_3_units
2025-11-03,S009,Excavator,Excavator_1
2025-11-03,S010,Crane|Excavator|Grader|Loader,Crane_2_units|Excavator_1|Grader_1|Loader_3_units
2025-11-10,S001,Excavator|Roller,Excavator_1|Roller_1
2025-11-10,S002,Bulldozer|Crane|Excavator,Bulldozer_2_units|Crane_1|Excavator_1
2025-11-10,S003,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_1|Crane_1|Grader_2_units|Loader_2_units|Roller_1
2025-11-10,S004,Excavator|Roller,Excavator_1|Roller_1
2025-11-10,S005,,
2025-11-10,S006,Crane|Excavator|Grader|Loader,Crane_1|Excavator_1|Grader_1|Loader_1
2025-11-10,S007,Crane|Loader,Crane_1|Loader_2_units
2025-11-10,S008,Grader,Grader_3_units
2025-11-10,S009,Excavator|Loader,Excavator_1|Loader_1
2025-11-10,S010,Crane|Excavator|Grader|Loader|Roller,Crane_3_units|Excavator_1|Grader_1|Loader_3_units|Roller_1
2025-11-17,S001,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-11-17,S002,Bulldozer,Bulldozer_2_units
2025-11-17,S003,Grader|Roller,Grader_2_units|Roller_1
2025-11-17,S004,Bulldozer|Excavator|Roller,Bulldozer_1|Excavator_1|Roller_1
2025-11-17,S005,,
2025-11-17,S006,Excavator|Grader|Loader,Excavator_1|Grader_1|Loader_1
2025-11-17,S007,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_2_units
2025-11-17,S008,Grader|Roller,Grader_1|Roller_1
2025-11-17,S009,Excavator|Loader,Excavator_1|Loader_1
2025-11-17,S010,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_3_units|Excavator_1|Grader_1|Loader_1|Roller_1
2025-11-24,S001,Bulldozer|Excavator|Grader,Bulldozer_3_units|Excavator_2_units|Grader_1
2025-11-24,S002,,
2025-11-24,S003,Crane|Excavator|Grader|Roller,Crane_1|Excavator_1|Grader_2_units|Roller_2_units
2025-11-24,S004,Bulldozer|Excavator|Grader|Roller,Bulldozer_1|Excavator_1|Grader_1|Roller_1
2025-11-24,S005,,
2025-11-24,S006,Crane|Roller,Crane_1|Roller_1
2025-11-24,S007,Bulldozer|Loader,Bulldozer_2_units|Loader_1
2025-11-24,S008,Grader|Loader|Roller,Grader_2_units|Loader_1|Roller_1
2025-11-24,S009,Bulldozer|Grader,Bulldozer_1|Grader_1
2025-11-24,S010,Bulldozer|Crane|Grader|Loader,Bulldozer_1|Crane_1|Grader_1|Loader_1
2025-12-01,S001,Bulldozer|Crane|Excavator|Grader,Bulldozer_3_units|Crane_1|Excavator_3_units|Grader_1
2025-12-01,S002,Grader|Loader,Grader_2_units|Loader_1
2025-12-01,S003,Crane|Excavator|Grader|Roller,Crane_1|Excavator_1|Grader_1|Roller_2_units
2025-12-01,S004,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_1|Excavator_2_units|Grader_2_units|Loader_1|Roller_1
2025-12-01,S005,Bulldozer,Bulldozer_1
2025-12-01,S006,Crane|Roller,Crane_1|Roller_1
2025-12-01,S007,Bulldozer|Roller,Bulldozer_2_units|Roller_1
2025-12-01,S008,Excavator|Grader|Loader,Excavator_1|Grader_2_units|Loader_3_units
2025-12-01,S009,Bulldozer|Grader,Bulldozer_1|Grader_1
2025-12-01,S010,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_1|Grader_1|Loader_1
2025-12-08,S001,Bulldozer|Crane|Excavator|Grader|Roller,Bulldozer_3_units|Crane_1|Excavator_5_units|Grader_1|Roller_1
2025-12-08,S002,Grader|Loader,Grader_2_units|Loader_1
2025-12-08,S003,Excavator|Grader|Roller,Excavator_1|Grader_3_units|Roller_2_units
2025-12-08,S004,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_1|Excavator_2_units|Grader_3_units|Loader_1|Roller_2_units
2025-12-08,S005,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-12-08,S006,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-12-08,S007,Bulldozer|Roller,Bulldozer_1|Roller_1
2025-12-08,S008,Excavator|Loader|Roller,Excavator_1|Loader_3_units|Roller_2_units
2025-12-08,S009,Bulldozer|Grader|Roller,Bulldozer_1|Grader_2_units|Roller_1
2025-12-08,S010,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_1
2025-12-15,S001,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_3_units|Crane_1|Excavator_5_units|Grader_1|Loader_1|Roller_1
2025-12-15,S002,Crane|Grader,Crane_1|Grader_1
2025-12-15,S003,Excavator|Grader|Loader,Excavator_1|Grader_3_units|Loader_1
2025-12-15,S004,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_1|Crane_1|Grader_3_units|Loader_1|Roller_2_units
2025-12-15,S005,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_1
2025-12-15,S006,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-12-15,S007,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-12-15,S008,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_3_units|Loader_2_units|Roller_2_units
2025-12-15,S009,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_1|Grader_2_units|Loader_1|Roller_1
2025-12-15,S010,Bulldozer|Crane|Grader,Bulldozer_1|Crane_3_units|Grader_1
2025-12-22,S001,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_1|Excavator_2_units|Grader_1|Loader_2_units
2025-12-22,S002,Crane|Grader,Crane_3_units|Grader_1
2025-12-22,S003,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_2_units|Loader_1
2025-12-22,S004,Loader,Loader_3_units
2025-12-22,S005,Bulldozer|Grader,Bulldozer_1|Grader_1
2025-12-22,S006,Bulldozer,Bulldozer_1
2025-12-22,S007,Bulldozer|Crane|Loader|Roller,Bulldozer_1|Crane_1|Loader_1|Roller_1
2025-12-22,S008,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_1|Excavator_3_units|Grader_1|Loader_1|Roller_2_units
2025-12-22,S009,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_1|Grader_1|Loader_1
2025-12-22,S010,Bulldozer|Crane|Excavator,Bulldozer_1|Crane_3_units|Excavator_1
