rental_id,equipment_id,site_id,operator_id,check_in_date,check_out_date,engine_hours_per_day,idle_hours_per_day,rental_days,is_overdue,anomaly_flag
938,EQX1007,S008,OP125,2025-05-06,2025-05-12,4.4,3.78,23,False,
939,EQX1078,S005,OP135,2025-05-06,2025-05-19,5.29,2.93,13,False,
940,EQX1091,S002,OP125,2025-05-06,2025-05-12,1.95,9.0,7,False,High Idle Time
941,EQX1097,S008,OP101,2025-05-06,2025-05-12,5.78,4.39,12,False,
942,EQX1020,S001,OP138,2025-05-07,2025-05-19,7.29,2.33,42,False,
943,EQX1021,S001,OP123,2025-05-07,2025-05-19,7.32,2.49,24,False,
944,EQX1028,S004,OP116,2025-05-07,2025-05-12,8.33,2.08,31,False,
945,EQX1032,S010,OP103,2025-05-07,2025-05-26,1.64,5.2,17,True,Overdue Equipment
946,EQX1050,S008,OP107,2025-05-07,2025-06-02,2.65,6.07,27,False,
947,EQX1096,S010,OP112,2025-05-07,2025-05-19,8.04,0.73,15,False,
948,EQX1111,S006,OP140,2025-05-07,2025-05-12,2.98,6.39,15,False,
949,EQX1038,S002,OP132,2025-05-08,2025-05-12,2.64,8.28,27,False,High Idle Time
950,EQX1057,S001,OP120,2025-05-08,2025-06-02,1.31,9.12,12,True,Overdue Equipment
951,EQX1071,S007,OP109,2025-05-08,2025-05-12,7.93,1.6,14,False,
952,EQX1082,S003,OP108,2025-05-08,2025-05-12,8.71,1.45,18,False,
953,EQX1115,S003,OP106,2025-05-08,2025-05-12,5.74,2.34,17,False,
954,EQX1077,S010,OP103,2025-05-13,2025-06-09,7.04,2.4,20,True,Overdue Equipment
955,EQX1090,S010,OP114,2025-05-13,2025-05-19,1.88,7.97,34,False,Under-utilised
956,EQX1003,S001,OP126,2025-05-14,2025-05-19,4.79,2.22,27,False,
957,EQX1053,S001,OP145,2025-05-14,2025-06-02,7.29,2.25,26,False,
958,EQX1067,S008,OP108,2025-05-14,2025-05-26,5.72,3.05,11,True,Overdue Equipment
959,EQX1076,S002,OP117,2025-05-14,2025-05-26,6.85,3.03,5,True,Overdue Equipment
960,EQX1054,S006,OP117,2025-05-15,2025-05-19,8.48,0.76,26,False,
961,EQX1104,S001,OP125,2025-05-15,2025-05-19,8.48,0.71,5,False,
962,EQX1117,S001,,2025-05-15,2025-05-19,7.82,1.4,8,False,Missing Operator
963,EQX1023,S002,OP104,2025-05-20,2025-06-09,1.17,6.8,40,False,Under-utilised
964,EQX1062,S008,OP130,2025-05-20,2025-06-02,6.48,2.87,17,False,
965,EQX1063,S010,OP121,2025-05-20,2025-06-09,5.87,2.76,11,True,Overdue Equipment
966,EQX1102,S008,OP126,2025-05-20,2025-05-26,8.55,1.04,29,False,
967,EQX1042,S004,OP124,2025-05-21,2025-05-26,5.72,2.4,13,False,
968,EQX1046,S001,OP126,2025-05-21,2025-06-02,5.34,4.2,19,False,
969,EQX1096,S004,OP101,2025-05-21,2025-05-26,1.29,6.36,28,False,Under-utilised
970,EQX1106,S006,OP125,2025-05-21,2025-05-26,2.23,8.08,20,False,High Idle Time
971,EQX1117,S003,OP131,2025-05-21,2025-05-26,6.81,1.09,8,False,
972,EQX1013,S008,OP137,2025-05-22,2025-06-02,2.95,5.86,39,False,
973,EQX1043,S005,OP142,2025-05-22,2025-05-26,6.62,4.2,31,False,
974,EQX1066,S009,OP102,2025-05-22,2025-05-26,4.78,4.39,6,False,
975,EQX1074,S001,OP123,2025-05-22,2025-05-26,4.76,2.51,5,False,
976,EQX1097,S001,OP102,2025-05-22,2025-05-26,4.32,3.43,15,False,
977,EQX1119,S008,OP117,2025-05-22,2025-06-02,1.81,9.34,20,False,High Idle Time
978,EQX1031,S001,OP141,2025-05-27,2025-06-09,2.62,7.74,22,False,
979,EQX1049,S001,OP123,2025-05-27,2025-06-09,1.95,5.93,21,False,
980,EQX1054,S005,OP102,2025-05-27,2025-06-02,1.81,9.08,28,False,High Idle Time
981,EQX1082,S003,OP106,2025-05-28,2025-06-16,5.01,3.91,21,False,
982,EQX1110,S001,OP132,2025-05-28,2025-06-02,5.32,4.2,20,False,
983,EQX1008,S006,OP108,2025-05-29,2025-06-02,4.04,3.73,36,False,
984,EQX1034,S009,OP127,2025-05-29,2025-06-09,7.94,0.88,23,False,
985,EQX1112,S008,OP108,2025-05-29,2025-06-02,6.94,2.28,5,False,
986,EQX1016,S010,OP126,2025-06-03,2025-06-16,5.91,2.49,26,False,
987,EQX1033,S006,OP125,2025-06-03,2025-06-09,0.96,7.32,31,False,Under-utilised
988,EQX1047,S009,OP143,2025-06-03,2025-06-09,2.54,6.44,24,False,
989,EQX1068,S002,OP126,2025-06-03,2025-06-09,6.89,3.19,6,False,
990,EQX1093,S010,OP120,2025-06-03,2025-06-23,5.09,2.89,30,False,
991,EQX1117,S005,OP143,2025-06-03,2025-06-09,4.59,3.72,17,False,
992,EQX1038,S002,OP119,2025-06-04,2025-06-09,6.52,1.38,23,False,
993,EQX1041,S008,OP108,2025-06-04,2025-06-09,8.19,1.54,26,False,
994,EQX1074,S002,OP128,2025-06-04,2025-06-16,7.24,0.55,20,False,
995,EQX1080,S010,OP111,2025-06-04,2025-06-09,4.88,3.78,11,False,
996,EQX1085,S005,OP136,2025-06-04,2025-06-09,5.12,2.05,11,False,
997,EQX1114,S003,OP124,2025-06-04,2025-06-09,4.97,2.83,17,False,
998,EQX1065,S002,,2025-06-05,2025-06-16,0.86,6.22,5,True,Missing Operator
999,EQX1076,S005,OP145,2025-06-05,2025-06-09,2.99,7.11,16,False,
1000,EQX1045,S004,OP124,2025-06-10,2025-06-30,4.16,4.02,13,True,Overdue Equipment
1001,EQX1054,S005,OP144,2025-06-10,2025-06-16,5.44,2.76,21,False,
1002,EQX1062,S002,OP111,2025-06-10,2025-06-23,6.21,2.2,14,False,
1003,EQX1089,S002,OP108,2025-06-10,2025-06-16,4.1,3.93,14,False,
1004,EQX1099,S004,OP106,2025-06-10,2025-06-16,9.21,1.45,24,False,
1005,EQX1104,S010,OP102,2025-06-10,2025-07-07,5.08,3.29,10,True,Overdue Equipment
1006,EQX1077,S008,OP122,2025-06-11,2025-06-16,5.08,2.49,14,False,
1007,EQX1079,S001,OP109,2025-06-11,2025-06-23,6.44,2.61,10,True,Overdue Equipment
1008,EQX1091,S009,OP122,2025-06-11,2025-06-23,2.81,8.0,15,False,High Idle Time
1009,EQX1098,S002,OP144,2025-06-11,2025-06-16,8.18,2.17,21,False,
1010,EQX1086,S001,OP108,2025-06-12,2025-06-16,4.85,2.8,20,False,
1011,EQX1017,S002,OP136,2025-06-17,2025-06-30,4.21,2.59,39,False,
1012,EQX1033,S010,,2025-06-17,2025-06-23,5.42,2.62,16,False,Missing Operator
1013,EQX1048,S001,OP123,2025-06-17,2025-06-23,1.23,5.58,19,False,Under-utilised
1014,EQX1120,S003,OP103,2025-06-17,2025-06-23,7.39,1.55,11,False,
1015,EQX1004,S001,OP140,2025-06-18,2025-06-30,9.06,2.25,39,False,
1016,EQX1028,S001,OP131,2025-06-18,2025-06-30,6.33,3.5,33,False,
1017,EQX1030,S001,OP129,2025-06-18,2025-06-30,1.18,7.75,23,False,Under-utilised
1018,EQX1044,S007,OP127,2025-06-18,2025-07-07,6.53,2.25,29,False,
1019,EQX1056,S009,OP142,2025-06-18,2025-06-23,5.34,2.58,21,False,
1020,EQX1066,S006,OP114,2025-06-18,2025-06-23,1.48,5.81,17,False,
1021,EQX1074,S006,OP136,2025-06-18,2025-06-30,4.62,2.65,10,True,Overdue Equipment
1022,EQX1003,S006,OP129,2025-06-19,2025-07-07,6.88,3.89,35,False,
1023,EQX1006,S007,OP120,2025-06-19,2025-06-30,7.44,2.09,14,False,
1024,EQX1023,S010,OP113,2025-06-24,2025-06-30,6.22,3.18,33,False,
1025,EQX1038,S005,OP120,2025-06-24,2025-07-14,1.41,9.21,16,True,Overdue Equipment
1026,EQX1050,S005,OP139,2025-06-24,2025-06-30,6.18,2.49,27,False,
1027,EQX1063,S003,OP117,2025-06-24,2025-07-07,4.93,2.03,24,False,
1028,EQX1097,S005,OP134,2025-06-24,2025-06-30,4.52,4.4,20,False,
1029,EQX1035,S002,OP118,2025-06-25,2025-06-30,2.47,7.04,32,False,
1030,EQX1055,S006,OP116,2025-06-25,2025-07-07,4.97,2.51,9,True,Overdue Equipment
1031,EQX1059,S005,OP129,2025-06-25,2025-06-30,6.43,2.47,24,False,
1032,EQX1069,S005,OP144,2025-06-25,2025-06-30,6.88,1.42,10,False,
1033,EQX1070,S002,OP108,2025-06-25,2025-06-30,7.71,0.72,7,False,
1034,EQX1099,S008,OP131,2025-06-25,2025-06-30,8.64,2.5,24,False,
1035,EQX1118,S005,OP129,2025-06-25,2025-07-07,7.19,1.09,7,True,Overdue Equipment
1036,EQX1060,S007,OP117,2025-06-26,2025-06-30,1.82,7.57,22,False,Under-utilised
1037,EQX1014,S009,OP141,2025-07-01,2025-07-21,6.81,2.09,11,True,Overdue Equipment
1038,EQX1059,S003,OP121,2025-07-01,2025-07-14,7.65,1.48,19,False,
1039,EQX1085,S002,OP101,2025-07-01,2025-07-07,9.18,1.86,30,False,
1040,EQX1120,S003,OP114,2025-07-01,2025-07-28,3.03,7.31,20,True,Overdue Equipment
1041,EQX1051,S009,OP140,2025-07-02,2025-07-14,6.21,2.9,16,False,
1042,EQX1058,S009,OP105,2025-07-02,2025-07-14,6.86,3.91,17,False,
1043,EQX1018,S006,OP143,2025-07-03,2025-07-21,4.67,4.08,15,True,Overdue Equipment
1044,EQX1024,S004,OP108,2025-07-03,2025-07-14,5.87,3.69,12,False,
1045,EQX1049,S009,OP118,2025-07-03,2025-08-04,4.5,3.74,13,True,Overdue Equipment
1046,EQX1056,S001,OP131,2025-07-03,2025-07-07,4.8,2.32,14,False,
1047,EQX1061,S001,OP115,2025-07-03,2025-07-07,4.35,2.86,13,False,
1048,EQX1064,S003,OP145,2025-07-03,2025-07-28,1.67,9.03,25,False,High Idle Time
1049,EQX1019,S010,OP101,2025-07-08,2025-07-21,4.54,3.9,14,False,
1050,EQX1054,S010,OP112,2025-07-08,2025-07-28,6.9,2.66,21,False,
1051,EQX1079,S001,OP145,2025-07-08,2025-07-28,1.78,8.79,19,True,Overdue Equipment
1052,EQX1094,S008,,2025-07-08,2025-07-21,8.4,0.73,27,False,Missing Operator
1053,EQX1101,S004,OP128,2025-07-08,2025-07-14,1.06,6.92,13,False,Under-utilised
1054,EQX1108,S006,,2025-07-08,2025-07-14,5.43,3.95,18,False,Missing Operator
1055,EQX1032,S010,OP109,2025-07-09,2025-07-14,4.39,3.93,28,False,
1056,EQX1045,S001,OP131,2025-07-09,2025-07-14,5.79,2.54,24,False,
1057,EQX1047,S002,OP102,2025-07-09,2025-07-14,6.45,4.32,20,False,
1058,EQX1063,S004,OP105,2025-07-09,2025-07-14,2.36,5.36,9,False,
1059,EQX1071,S007,OP133,2025-07-09,2025-07-14,4.58,3.74,7,False,
1060,EQX1091,S001,OP113,2025-07-09,2025-07-21,9.43,0.89,12,False,
1061,EQX1107,S001,OP122,2025-07-09,2025-07-21,9.03,0.9,15,False,
1062,EQX1031,S004,OP128,2025-07-10,2025-07-21,8.14,2.44,15,False,
1063,EQX1069,S004,OP130,2025-07-10,2025-07-14,5.23,2.59,13,False,
1064,EQX1097,S007,OP114,2025-07-10,2025-07-21,4.97,3.48,17,False,
1065,EQX1102,S010,OP145,2025-07-10,2025-07-21,6.79,3.68,17,False,
1066,EQX1106,S009,OP102,2025-07-10,2025-08-11,5.46,2.76,9,True,Overdue Equipment
1067,EQX1017,S002,OP137,2025-07-15,2025-07-28,5.51,2.48,39,False,
1068,EQX1027,S006,OP102,2025-07-15,2025-08-04,7.62,0.76,28,False,
1069,EQX1035,S007,OP145,2025-07-15,2025-07-21,5.61,3.98,21,False,
1070,EQX1052,S006,OP118,2025-07-15,2025-07-21,6.37,2.04,27,False,
1071,EQX1042,S009,OP111,2025-07-16,2025-08-04,1.85,7.14,27,False,
1072,EQX1081,S002,OP106,2025-07-16,2025-07-21,5.43,3.02,9,False,
1073,EQX1084,S003,OP113,2025-07-17,2025-07-21,6.93,4.15,12,False,
1074,EQX1022,S008,OP136,2025-07-22,2025-08-04,6.51,2.37,13,False,
1075,EQX1035,S006,OP137,2025-07-22,2025-08-11,5.35,2.81,18,True,Overdue Equipment
1076,EQX1062,S009,OP138,2025-07-22,2025-08-04,2.73,9.08,22,False,High Idle Time
1077,EQX1029,S001,,2025-07-23,2025-07-28,5.13,3.89,11,False,Missing Operator
1078,EQX1032,S010,OP107,2025-07-24,2025-07-28,9.06,0.56,30,False,
1079,EQX1033,S008,OP102,2025-07-24,2025-07-28,2.37,5.4,30,False,
1080,EQX1075,S007,OP108,2025-07-24,2025-07-28,7.86,1.1,5,False,
1081,EQX1104,S004,OP128,2025-07-24,2025-07-28,0.94,6.88,5,False,Under-utilised
1082,EQX1118,S010,OP118,2025-07-24,2025-08-18,4.38,2.65,7,True,Overdue Equipment
1083,EQX1009,S004,OP108,2025-07-29,2025-08-04,2.4,9.11,11,False,High Idle Time
1084,EQX1032,S002,OP102,2025-07-29,2025-08-18,4.72,2.07,18,True,Overdue Equipment
1085,EQX1038,S004,OP142,2025-07-29,2025-08-25,4.12,2.01,19,True,Overdue Equipment
1086,EQX1087,S009,OP115,2025-07-29,2025-08-18,4.49,3.4,35,False,
1087,EQX1092,S006,OP124,2025-07-29,2025-08-18,6.17,2.96,8,True,Overdue Equipment
1088,EQX1096,S008,OP137,2025-07-29,2025-08-04,5.1,2.24,24,False,
1089,EQX1008,S006,OP115,2025-07-30,2025-09-01,4.02,3.16,37,False,
1090,EQX1017,S008,OP128,2025-07-30,2025-08-18,6.35,2.58,14,True,Overdue Equipment
1091,EQX1053,S005,OP139,2025-07-30,2025-08-04,7.06,2.47,7,False,
1092,EQX1093,S001,OP114,2025-07-30,2025-08-04,5.29,2.19,24,False,
1093,EQX1072,S010,OP126,2025-07-31,2025-08-11,1.66,5.39,11,False,
1094,EQX1024,S003,OP105,2025-08-05,2025-08-18,6.14,3.18,14,False,
1095,EQX1051,S006,OP140,2025-08-05,2025-08-11,2.84,7.32,19,False,
1096,EQX1052,S004,OP123,2025-08-05,2025-08-11,2.67,6.66,23,False,
1097,EQX1099,S004,OP111,2025-08-05,2025-08-11,1.82,7.43,19,False,Under-utilised
1098,EQX1107,S007,OP123,2025-08-05,2025-08-18,6.41,4.3,6,True,Overdue Equipment
1099,EQX1109,S004,OP110,2025-08-05,2025-08-11,5.93,3.57,19,False,
1100,EQX1048,S005,OP138,2025-08-06,2025-08-11,1.65,5.86,27,False,
1101,EQX1050,S002,OP137,2025-08-06,2025-08-11,6.65,0.7,27,False,
1102,EQX1063,S006,OP134,2025-08-06,2025-08-11,4.31,4.18,12,False,
1103,EQX1088,S010,OP136,2025-08-06,2025-08-11,5.11,3.89,24,False,
1104,EQX1108,S003,OP141,2025-08-06,2025-08-11,6.15,4.06,5,False,
1105,EQX1113,S005,OP129,2025-08-06,2025-08-11,5.43,2.81,17,False,
1106,EQX1018,S009,OP105,2025-08-07,2025-09-15,5.74,2.87,39,False,
1107,EQX1020,S009,OP110,2025-08-07,2025-08-18,5.49,2.06,41,False,
1108,EQX1025,S007,OP109,2025-08-07,2025-09-01,8.12,0.51,27,False,
1109,EQX1064,S003,OP135,2025-08-07,2025-08-11,6.72,3.89,26,False,
1110,EQX1105,S005,OP135,2025-08-07,2025-08-18,5.35,3.63,6,True,Overdue Equipment
1111,EQX1120,S002,OP129,2025-08-07,2025-08-11,6.93,3.23,9,False,
1112,EQX1046,S007,OP129,2025-08-12,2025-08-18,5.09,4.31,26,False,
1113,EQX1094,S001,OP144,2025-08-12,2025-09-08,6.59,3.81,10,True,Overdue Equipment
1114,EQX1098,S007,OP135,2025-08-12,2025-08-18,1.8,9.27,16,False,High Idle Time
1115,EQX1111,S006,OP138,2025-08-12,2025-08-18,2.76,9.23,18,False,High Idle Time
1116,EQX1009,S008,OP145,2025-08-13,2025-08-18,6.23,3.39,14,False,
1117,EQX1037,S009,OP115,2025-08-13,2025-08-18,6.29,3.9,16,False,
1118,EQX1043,S009,OP125,2025-08-13,2025-08-18,8.89,2.25,11,False,
1119,EQX1044,S009,OP106,2025-08-13,2025-08-18,5.36,4.13,25,False,
1120,EQX1085,S005,OP131,2025-08-13,2025-08-18,1.71,7.61,13,False,Under-utilised
1121,EQX1089,S006,OP136,2025-08-13,2025-08-25,6.06,2.78,26,False,
1122,EQX1030,S008,OP131,2025-08-14,2025-08-18,6.66,4.34,11,False,
1123,EQX1031,S009,OP115,2025-08-14,2025-09-08,6.74,3.18,26,False,
1124,EQX1045,S003,OP138,2025-08-19,2025-09-01,8.7,0.59,33,False,
1125,EQX1093,S008,OP116,2025-08-20,2025-08-25,9.32,1.54,23,False,
1126,EQX1033,S004,OP133,2025-08-21,2025-09-01,5.44,3.45,32,False,
1127,EQX1062,S006,OP132,2025-08-21,2025-09-01,5.04,2.97,14,False,
1128,EQX1108,S010,OP122,2025-08-26,2025-09-01,5.88,4.3,18,False,
1129,EQX1035,S006,OP104,2025-08-27,2025-09-15,6.62,4.48,19,False,
1130,EQX1049,S009,OP113,2025-08-27,2025-09-01,4.08,3.51,19,False,
1131,EQX1101,S001,OP131,2025-08-27,2025-09-15,0.55,5.89,11,True,Overdue Equipment
1132,EQX1102,S010,OP119,2025-08-27,2025-09-08,6.43,2.22,12,False,
1133,EQX1114,S010,OP128,2025-08-27,2025-09-01,7.22,2.43,16,False,
1134,EQX1116,S004,OP140,2025-08-27,2025-09-01,5.43,4.16,5,False,
1135,EQX1054,S008,OP106,2025-08-28,2025-09-01,6.73,2.6,14,False,
1136,EQX1078,S005,OP132,2025-08-28,2025-09-01,7.79,0.91,12,False,
1137,EQX1093,S001,OP115,2025-08-28,2025-09-22,1.89,6.3,29,False,
1138,EQX1111,S010,OP102,2025-08-28,2025-09-08,1.88,7.26,9,True,Overdue Equipment
1139,EQX1061,S003,OP134,2025-09-02,2025-09-08,9.49,1.82,7,False,
1140,EQX1073,S002,OP140,2025-09-02,2025-09-15,2.53,7.26,17,False,
1141,EQX1081,S006,OP122,2025-09-02,2025-09-08,8.5,0.7,15,False,
1142,EQX1092,S009,OP134,2025-09-02,2025-09-08,1.1,6.65,28,False,Under-utilised
1143,EQX1096,S005,OP120,2025-09-02,2025-09-08,5.51,3.64,11,False,
1144,EQX1100,S009,OP102,2025-09-02,2025-09-15,2.52,9.09,15,False,High Idle Time
1145,EQX1075,S006,OP129,2025-09-03,2025-09-08,5.6,4.19,21,False,
1146,EQX1103,S009,OP136,2025-09-03,2025-09-08,4.74,2.02,6,False,
1147,EQX1115,S009,OP119,2025-09-03,2025-09-08,6.06,2.69,5,False,
1148,EQX1117,S001,OP104,2025-09-03,2025-09-15,6.63,1.48,20,False,
1149,EQX1001,S009,OP137,2025-09-04,2025-09-15,8.88,2.4,23,False,
1150,EQX1062,S010,OP140,2025-09-04,2025-09-08,2.73,9.27,27,False,High Idle Time
1151,EQX1083,S006,OP135,2025-09-04,2025-09-22,5.7,4.03,35,False,
1152,EQX1091,S005,OP137,2025-09-04,2025-09-08,5.3,2.08,34,False,
1153,EQX1034,S006,OP115,2025-09-09,2025-09-29,6.69,3.73,26,False,
1154,EQX1070,S010,OP111,2025-09-09,2025-09-22,5.85,4.03,12,True,Overdue Equipment
1155,EQX1085,S007,OP119,2025-09-09,2025-09-15,5.47,2.9,32,False,
1156,EQX1096,S008,,2025-09-09,2025-09-15,6.72,2.42,13,False,Missing Operator
1157,EQX1021,S008,OP111,2025-09-10,2025-09-15,0.95,9.41,40,False,High Idle Time
1158,EQX1009,S003,OP131,2025-09-11,2025-09-29,6.2,3.82,26,False,
1159,EQX1069,S002,OP119,2025-09-11,2025-09-15,2.61,5.18,3,True,Overdue Equipment
1160,EQX1098,S008,OP106,2025-09-11,2025-09-22,4.69,3.75,23,False,
1161,EQX1099,S007,OP130,2025-09-11,2025-09-15,4.89,3.98,15,False,
1162,EQX1004,S004,OP145,2025-09-16,2025-10-20,5.03,3.0,36,False,
1163,EQX1019,S006,OP136,2025-09-16,2025-09-22,4.04,4.27,37,False,
1164,EQX1022,S007,OP136,2025-09-16,2025-10-06,5.76,2.59,35,False,
1165,EQX1046,S003,OP114,2025-09-16,2025-09-22,2.84,7.26,12,False,
1166,EQX1050,S004,OP113,2025-09-16,2025-09-22,7.64,1.33,13,False,
1167,EQX1029,S003,OP131,2025-09-17,2025-09-22,6.14,2.86,35,False,
1168,EQX1060,S004,OP129,2025-09-17,2025-09-22,5.39,3.57,17,False,
1169,EQX1007,S006,OP127,2025-09-18,2025-09-29,1.65,5.77,14,False,
1170,EQX1020,S010,OP137,2025-09-18,2025-10-06,5.49,3.96,30,False,
1171,EQX1030,S004,OP131,2025-09-18,2025-09-29,2.4,9.37,13,False,High Idle Time
1172,EQX1031,S008,OP103,2025-09-18,2025-09-22,4.72,2.73,30,False,
1173,EQX1052,S004,OP137,2025-09-18,2025-10-13,4.7,2.22,22,True,Overdue Equipment
1174,EQX1059,S003,OP140,2025-09-18,2025-09-29,1.28,6.0,18,False,Under-utilised
1175,EQX1073,S005,OP135,2025-09-18,2025-10-06,4.48,2.09,20,False,
1176,EQX1080,S009,OP137,2025-09-18,2025-09-22,5.01,4.03,17,False,
1177,EQX1033,S004,OP121,2025-09-23,2025-10-20,6.21,3.84,26,True,Overdue Equipment
1178,EQX1044,S002,OP114,2025-09-23,2025-09-29,2.97,7.24,19,False,
1179,EQX1045,S009,OP135,2025-09-23,2025-09-29,6.62,0.87,29,False,
1180,EQX1049,S010,OP101,2025-09-23,2025-09-29,2.01,5.63,24,False,
1181,EQX1064,S006,OP135,2025-09-23,2025-10-13,9.17,1.54,21,False,
1182,EQX1071,S002,OP137,2025-09-23,2025-09-29,9.19,1.94,18,False,
1183,EQX1115,S010,OP123,2025-09-23,2025-09-29,5.4,3.68,9,False,
1184,EQX1017,S008,OP119,2025-09-25,2025-10-13,7.0,3.96,11,True,Overdue Equipment
1185,EQX1036,S006,OP145,2025-09-25,2025-10-06,6.06,4.49,19,False,
1186,EQX1074,S001,OP131,2025-09-25,2025-09-29,6.57,2.07,6,False,
1187,EQX1077,S003,OP101,2025-09-25,2025-09-29,8.56,1.51,11,False,
1188,EQX1097,S007,OP135,2025-09-25,2025-09-29,4.69,3.94,24,False,
1189,EQX1110,S003,OP142,2025-09-25,2025-09-29,6.98,1.38,18,False,
1190,EQX1093,S008,OP107,2025-09-30,2025-10-20,8.42,2.48,21,False,
1191,EQX1041,S005,OP145,2025-10-01,2025-10-06,5.81,2.99,17,False,
1192,EQX1102,S003,OP121,2025-10-01,2025-10-06,2.86,8.69,14,False,High Idle Time
1193,EQX1044,S007,OP139,2025-10-02,2025-10-06,4.37,2.44,17,False,
1194,EQX1100,S010,OP132,2025-10-02,2025-10-06,4.25,4.22,18,False,
1195,EQX1103,S008,OP123,2025-10-02,2025-10-13,7.18,2.28,10,True,Overdue Equipment
1196,EQX1118,S007,OP124,2025-10-02,2025-10-06,1.02,6.32,15,False,Under-utilised
1197,EQX1011,S003,OP130,2025-10-07,2025-10-13,3.12,7.92,26,False,
1198,EQX1081,S004,OP119,2025-10-07,2025-10-13,6.02,3.95,30,False,
1199,EQX1083,S007,OP113,2025-10-07,2025-10-27,7.81,2.21,21,False,
1200,EQX1104,S008,OP118,2025-10-07,2025-10-13,4.46,3.89,20,False,
1201,EQX1113,S006,OP111,2025-10-07,2025-10-13,4.79,2.86,11,False,
1202,EQX1005,S003,OP110,2025-10-08,2025-10-20,6.98,2.46,21,False,
1203,EQX1042,S008,OP133,2025-10-08,2025-10-13,1.89,8.96,20,False,High Idle Time
1204,EQX1058,S004,OP114,2025-10-08,2025-10-20,3.09,8.84,16,False,High Idle Time
1205,EQX1065,S006,OP145,2025-10-08,2025-10-13,4.81,2.8,12,False,
1206,EQX1067,S002,OP111,2025-10-08,2025-10-13,5.03,3.09,14,False,
1207,EQX1072,S009,OP144,2025-10-08,2025-10-13,8.81,0.72,14,False,
1208,EQX1097,S001,OP125,2025-10-08,2025-10-13,5.77,3.33,21,False,
1209,EQX1114,S009,OP133,2025-10-08,2025-10-13,2.24,8.55,8,False,High Idle Time
1210,EQX1025,S006,OP135,2025-10-09,2025-10-13,4.4,3.86,41,False,
1211,EQX1041,S009,OP136,2025-10-09,2025-10-20,9.0,2.39,30,False,
1212,EQX1089,S002,OP105,2025-10-09,2025-10-13,6.28,3.09,13,False,
1213,EQX1011,S007,OP124,2025-10-14,2025-11-03,5.29,3.62,36,False,
1214,EQX1052,S007,OP115,2025-10-14,2025-10-20,1.24,8.18,27,False,High Idle Time
1215,EQX1102,S007,OP116,2025-10-14,2025-10-27,7.25,1.76,25,False,
1216,EQX1014,S005,OP119,2025-10-15,2025-10-27,6.15,4.36,10,True,Overdue Equipment
1217,EQX1022,S004,OP129,2025-10-15,2025-10-27,8.12,1.08,33,False,
1218,EQX1073,S001,OP109,2025-10-15,2025-10-20,0.57,5.79,7,False,Under-utilised
1219,EQX1076,S010,OP145,2025-10-15,2025-11-17,5.06,3.7,12,True,Overdue Equipment
1220,EQX1081,S008,OP121,2025-10-15,2025-10-20,1.69,7.4,14,False,Under-utilised
1221,EQX1085,S007,OP137,2025-10-15,2025-11-17,2.49,5.89,14,True,Overdue Equipment
1222,EQX1091,S006,OP122,2025-10-15,2025-10-20,1.84,8.54,11,False,High Idle Time
1223,EQX1094,S005,OP136,2025-10-15,2025-10-20,4.68,4.04,7,False,
1224,EQX1082,S003,OP106,2025-10-16,2025-10-27,9.16,2.14,19,False,
1225,EQX1103,S005,,2025-10-16,2025-10-20,0.5,6.97,9,False,Missing Operator
1226,EQX1034,S005,OP116,2025-10-21,2025-11-03,7.62,1.22,21,False,
1227,EQX1086,S002,OP111,2025-10-21,2025-10-27,5.31,4.41,14,False,
1228,EQX1099,S009,OP114,2025-10-21,2025-10-27,5.26,3.75,24,False,
1229,EQX1028,S009,OP127,2025-10-22,2025-11-03,6.17,3.77,36,False,
1230,EQX1072,S009,OP107,2025-10-22,2025-10-27,6.03,4.04,14,False,
1231,EQX1095,S010,OP126,2025-10-22,2025-11-10,0.55,7.24,14,True,Overdue Equipment
1232,EQX1096,S003,OP138,2025-10-22,2025-11-10,0.4,7.45,23,False,Under-utilised
1233,EQX1027,S006,OP133,2025-10-23,2025-11-17,4.58,3.0,32,False,
1234,EQX1055,S008,OP124,2025-10-23,2025-11-10,0.59,5.61,22,False,Under-utilised
1235,EQX1071,S007,OP120,2025-10-23,2025-11-17,2.67,7.66,21,True,Overdue Equipment
1236,EQX1078,S003,OP114,2025-10-23,2025-10-27,4.32,4.03,13,False,
1237,EQX1073,S002,OP124,2025-10-28,2025-11-03,6.74,3.94,19,False,
1238,EQX1087,S010,OP141,2025-10-28,2025-11-10,8.41,2.34,19,False,
1239,EQX1032,S006,OP102,2025-10-29,2025-11-03,2.12,5.77,21,False,
1240,EQX1056,S004,OP143,2025-10-29,2025-11-03,6.0,3.47,19,False,
1241,EQX1092,S010,OP124,2025-10-29,2025-11-17,6.7,3.26,29,False,
1242,EQX1078,S002,OP120,2025-10-30,2025-11-10,4.77,2.7,19,False,
1243,EQX1104,S004,OP132,2025-10-30,2025-11-03,4.69,3.29,5,False,
1244,EQX1046,S003,OP104,2025-11-04,2025-11-10,7.31,0.74,23,False,
1245,EQX1052,S008,OP123,2025-11-04,2025-11-10,7.72,1.31,9,False,
1246,EQX1059,S010,OP134,2025-11-04,2025-11-10,5.45,3.73,8,False,
1247,EQX1015,S010,OP111,2025-11-05,2025-11-17,7.81,0.68,26,False,
1248,EQX1062,S008,OP118,2025-11-05,2025-12-01,5.85,3.99,14,True,Overdue Equipment
